name,lat,lon
北海道,43.064278,141.346785
札幌市,43.061945,141.35439499999998
札幌市中央区,43.05539,141.34098
札幌市北区,43.090691,141.340922
札幌市東区,43.076111,141.36361599999998
札幌市白石区,43.045445,141.396378
札幌市豊平区,43.031366,141.379978
札幌市南区,42.989953,141.353372
札幌市西区,43.074358000000004,141.300899
札幌市厚別区,43.036146,141.474747
札幌市手稲区,43.121851,141.245651
札幌市清田区,42.999538,141.44389099999998
函館市,41.768679,140.729127
小樽市,43.190808000000004,140.99430900000002
旭川市,43.770846,142.364852
室蘭市,42.315208,140.973632
釧路市,42.984834,144.381688
帯広市,42.923691,143.196577
北見市,43.803993,143.89572900000002
夕張市,43.056825,141.973979
岩見沢市,43.196194,141.77585200000001
網走市,44.020626,144.27348899999998
留萌市,43.940969,141.63685
苫小牧市,42.634085,141.60551
稚内市,45.415553,141.673146
美唄市,43.332986,141.854003
芦別市,43.518198999999996,142.18954399999998
江別市,43.103613,141.53598799999997
赤平市,43.557968,142.04416899999998
紋別市,44.356484,143.354067
士別市,44.178664000000005,142.400461
名寄市,44.35584,142.46319499999998
三笠市,43.245802000000005,141.875619
根室市,43.329997999999996,145.582953
千歳市,42.821509999999996,141.651075
滝川市,43.557741,141.910458
砂川市,43.494748,141.903492
歌志内市,43.521609999999995,142.03528500000002
深川市,43.723257000000004,142.053576
富良野市,43.341919,142.383205
登別市,42.412732,141.10656200000003
恵庭市,42.882472,141.577912
伊達市,42.471915,140.864745
北広島市,42.986821,141.563659
石狩市,43.171347999999995,141.31542
北斗市,41.824143,140.652908
当別町,43.223821,141.517094
新篠津村,43.225271,141.649305
松前町,41.430033,140.110498
福島町,41.483613,140.251317
知内町,41.598356,140.418854
木古内町,41.678402,140.437626
七飯町,41.895692,140.694374
鹿部町,42.038598,140.815914
森町,42.104972,140.576481
八雲町,42.25589,140.26525
長万部町,42.514005,140.380866
江差町,41.869289,140.127616
上ノ国町,41.800825,140.120342
厚沢部町,41.92098,140.225327
乙部町,41.968610999999996,140.135472
奥尻町,42.172292,139.514152
今金町,42.429363,140.008705
せたな町,42.414861,139.876243
島牧村,42.700497999999996,140.06148100000001
寿都町,42.791053000000005,140.228782
黒松内町,42.667792,140.307781
蘭越町,42.809225,140.528367
ニセコ町,42.804840999999996,140.687548
真狩村,42.763015,140.803541
留寿都村,42.73741,140.875619
喜茂別町,42.795405,140.93461100000002
京極町,42.85823,140.884057
倶知安町,42.901721,140.759037
共和町,42.980403,140.61123899999998
岩内町,42.979760999999996,140.514773
泊村,43.063029,140.49902
神恵内村,43.143879,140.430826
積丹町,43.299064,140.598331
古平町,43.265484,140.638941
仁木町,43.154638,140.76413200000002
余市町,43.195329,140.783572
赤井川村,43.083537,140.813577
南幌町,43.063704,141.650257
奈井江町,43.425311,141.88288799999998
上砂川町,43.48267,141.984078
由仁町,42.999549,141.790359
長沼町,43.010378,141.695396
栗山町,43.056292,141.78416299999998
月形町,43.338397,141.669604
浦臼町,43.430446999999994,141.818919
新十津川町,43.548491999999996,141.877073
妹背牛町,43.700340000000004,141.962058
秩父別町,43.766999,141.958499
雨竜町,43.643954,141.889012
北竜町,43.731472,141.879147
沼田町,43.806744,141.93344299999998
鷹栖町,43.843309999999995,142.354403
東神楽町,43.696276,142.451653
当麻町,43.828123,142.508418
比布町,43.875006,142.47769499999998
愛別町,43.906560999999996,142.578073
上川町,43.847102,142.77045
東川町,43.698916,142.510091
美瑛町,43.588315,142.467074
上富良野町,43.455578,142.467164
中富良野町,43.405784999999995,142.425152
南富良野町,43.164085,142.568365
占冠村,42.979878,142.39853200000002
和寒町,44.023154,142.41335800000002
剣淵町,44.095768,142.361253
下川町,44.302575,142.635238
美深町,44.480990000000006,142.34303
音威子府村,44.724931,142.262022
中川町,44.811332,142.07134
幌加内町,44.009812,142.153828
増毛町,43.856032,141.525197
小平町,44.015157,141.662844
苫前町,44.306095,141.653022
羽幌町,44.360701,141.697458
初山別村,44.531934,141.766495
遠別町,44.722278,141.792177
天塩町,44.888313000000004,141.745366
猿払村,45.330577000000005,142.10888899999998
浜頓別町,45.123993,142.359577
中頓別町,44.969757,142.286594
枝幸町,44.938836,142.581257
豊富町,45.102864000000004,141.77753700000002
礼文町,45.303877,141.047458
利尻町,45.186976,141.13968
利尻富士町,45.247473,141.214726
幌延町,45.017716,141.849403
美幌町,43.823729,144.107177
津別町,43.706323,144.024801
斜里町,43.911426,144.670763
清里町,43.835182,144.594523
小清水町,43.85672,144.462121
訓子府町,43.725535,143.741602
置戸町,43.676314,143.586391
佐呂間町,44.017808,143.77478
遠軽町,44.061714,143.528019
湧別町,44.151484,143.572955
滝上町,44.192186,143.077654
興部町,44.470114,143.123512
西興部村,44.328778,142.94446100000002
雄武町,44.58247,142.96186
大空町,43.911858,144.172473
豊浦町,42.583449,140.711921
壮瞥町,42.552385,140.886031
白老町,42.551109000000004,141.355788
厚真町,42.722972999999996,141.878173
洞爺湖町,42.551458000000004,140.764445
安平町,42.762828999999996,141.81809199999998
むかわ町,42.574655,141.926905
日高町,42.480356,142.07465200000001
平取町,42.585164,142.1288
新冠町,42.362415999999996,142.318487
浦河町,42.168563,142.76838700000002
様似町,42.127796999999994,142.933875
えりも町,42.016234999999995,143.148779
新ひだか町,42.341281,142.368346
音更町,42.994153999999995,143.198017
士幌町,43.168191,143.241088
上士幌町,43.232659000000005,143.296219
鹿追町,43.099162,142.988807
新得町,43.079799,142.83882
清水町,43.011059,142.884764
芽室町,42.911891,143.050841
中札内村,42.697185,143.132568
更別村,42.649998,143.18814799999998
大樹町,42.497516999999995,143.278871
広尾町,42.285987,143.311687
幕別町,42.908198,143.35606299999998
池田町,42.929032,143.448496
豊頃町,42.801021,143.505862
本別町,43.124459,143.610556
足寄町,43.244581,143.551971
陸別町,43.468897,143.747307
浦幌町,42.808941,143.658628
釧路町,42.99617,144.466012
厚岸町,43.051953000000005,144.84750400000001
浜中町,43.0771,145.129421
標茶町,43.30336,144.600681
弟子屈町,43.485389,144.459073
鶴居村,43.229775,144.321071
白糠町,42.956132000000004,144.071749
別海町,43.394114,145.11743700000002
中標津町,43.555172,144.971444
標津町,43.661331,145.13131299999998
羅臼町,44.021896999999996,145.18946599999998
青森県,40.824338,140.74008700000002
青森市,40.822115999999994,140.747587
弘前市,40.602965000000005,140.464008
八戸市,40.511891999999996,141.48947900000002
黒石市,40.642687,140.594551
五所川原市,40.807943,140.440112
十和田市,40.612705,141.20589099999998
三沢市,40.683259,141.368929
むつ市,41.292734,141.183459
つがる市,40.808775,140.38011699999998
平川市,40.584083,140.5665
平内町,40.926,140.956175
今別町,41.182071,140.481482
蓬田村,40.971819,140.655921
外ヶ浜町,41.0434,140.632316
鰺ヶ沢町,40.779884,140.208742
深浦町,40.647944,139.927664
西目屋村,40.576852,140.296246
藤崎町,40.656096000000005,140.502814
大鰐町,40.518256,140.567891
田舎館村,40.631576,140.55011000000002
板柳町,40.69601,140.457615
鶴田町,40.758781,140.428726
中泊町,40.960427,140.434122
野辺地町,40.864344,141.12866599999998
七戸町,40.744662,141.158018
六戸町,40.609654,141.324768
横浜町,41.08321,141.247534
東北町,40.728086,141.257815
六ヶ所村,40.967391,141.374474
おいらせ町,40.599101,141.397818
大間町,41.526771000000004,140.907445
東通村,41.277914,141.329466
風間浦村,41.487608,140.995596
佐井村,41.429833,140.859217
三戸町,40.378292,141.258672
五戸町,40.531052,141.307829
田子町,40.339960999999995,141.152017
南部町,40.466791,141.381786
階上町,40.452458,141.621135
新郷村,40.465779,141.173399
岩手県,39.703647,141.152592
盛岡市,39.701980999999996,141.154259
宮古市,39.641453000000006,141.957245
大船渡市,39.082068,141.708399
花巻市,39.388684000000005,141.116773
北上市,39.28675,141.11316599999998
久慈市,40.190271,141.775299
遠野市,39.327651,141.53391200000002
一関市,38.934568,141.12651100000002
陸前高田市,39.027713,141.625599
釜石市,39.275937,141.885596
二戸市,40.271085,141.30478300000001
八幡平市,39.956497,141.07128899999998
奥州市,39.144545,141.139002
滝沢市,39.734753000000005,141.077042
雫石町,39.696142,140.975664
葛巻町,40.039726,141.436443
岩手町,39.972506,141.212577
紫波町,39.554601,141.155684
矢巾町,39.60588,141.14315200000001
西和賀町,39.318039,140.778805
金ケ崎町,39.19565,141.116224
平泉町,38.986784,141.114011
住田町,39.142209,141.575052
大槌町,39.358655,141.899986
山田町,39.467584,141.948919
岩泉町,39.843092,141.796697
田野畑村,39.930306,141.888909
普代村,40.005297,141.88613
軽米町,40.326637,141.460599
野田村,40.110005,141.818077
九戸村,40.211372,141.418941
洋野町,40.408578000000006,141.71806999999998
一戸町,40.213035999999995,141.29534099999998
宮城県,38.268803000000005,140.871846
仙台市,38.26797,140.869625
仙台市青葉区,38.269081,140.870458
仙台市宮城野区,38.266304999999996,140.910176
仙台市若林区,38.244085,140.900734
仙台市太白区,38.224364,140.877126
仙台市泉区,38.326297,140.88128700000001
石巻市,38.434239,141.302768
塩竈市,38.314359,141.022108
気仙沼市,38.908195,141.570083
白石市,38.002155,140.61965700000002
名取市,38.171592,140.891849
角田市,37.977162,140.781867
多賀城市,38.293806,141.004333
岩沼市,38.104375,140.86991
登米市,38.691819,141.187625
栗原市,38.730144,141.021253
東松島市,38.426295,141.210413
大崎市,38.577104,140.95543500000002
富谷市,38.400135,140.895388
蔵王町,38.09798,140.658815
七ケ宿町,37.992985,140.441618
大河原町,38.049376,140.730757
村田町,38.118536,140.72242
柴田町,38.056321000000004,140.765753
川崎町,38.177695,140.643535
丸森町,37.911336999999996,140.76548300000002
亘理町,38.037714,140.852692
山元町,37.962445,140.877693
松島町,38.380109999999995,141.067228
七ヶ浜町,38.30464,141.059327
利府町,38.330181,140.97536399999998
大和町,38.437292,140.886315
大郷町,38.424345,141.004325
大衡村,38.467392,140.880169
色麻町,38.548772,140.84989099999999
加美町,38.571826,140.854889
涌谷町,38.539612,141.128194
美里町,38.544332,141.05681299999998
女川町,38.449748,141.44313
南三陸町,38.680665999999995,141.462492
秋田県,39.718058,140.10325
秋田市,39.719724,140.102417
能代市,40.212167,140.026568
横手市,39.313779,140.566677
大館市,40.271618,140.564571
男鹿市,39.886643,139.847711
湯沢市,39.163968,140.494902
鹿角市,40.215799,140.78844099999998
由利本荘市,39.38588,140.048829
潟上市,39.857288,140.013049
大仙市,39.453101000000004,140.475451
北秋田市,40.226062,140.370702
にかほ市,39.203114,139.90772900000002
仙北市,39.700022,140.731524
小坂町,40.332969,140.736025
上小阿仁村,40.063302,140.295716
藤里町,40.278276,140.26182
三種町,40.101623,140.004909
八峰町,40.319082,140.03862
五城目町,39.944144,140.111572
八郎潟町,39.949421,140.073243
井川町,39.914146,140.081577
大潟村,40.017742,139.959918
美郷町,39.461633,140.582127
羽後町,39.198128000000004,140.412687
東成瀬村,39.178971000000004,140.648773
山形県,38.240457,140.363278
山形市,38.255429,140.339435
米沢市,37.922151,140.116925
鶴岡市,38.727333,139.826642
酒田市,38.914533,139.836357
新庄市,38.76484,140.301875
寒河江市,38.380996,140.276061
上山市,38.149631,140.26773500000002
村山市,38.483488,140.380494
長井市,38.107685,140.040535
天童市,38.362111,140.378274
東根市,38.431271,140.391048
尾花沢市,38.600696,140.405762
南陽市,38.055194,140.148305
山辺町,38.289061,140.262452
中山町,38.333224,140.283006
河北町,38.42627,140.31438899999998
西川町,38.426543,140.14773300000002
朝日町,38.299056,140.145795
大江町,38.380717,140.20662099999998
大石田町,38.593752,140.37271
金山町,38.883439,140.33936699999998
最上町,38.758458000000005,140.51935600000002
舟形町,38.691516,140.319931
真室川町,38.857884000000006,140.252431
大蔵村,38.704012,140.230493
鮭川村,38.796223,140.221602
戸沢村,38.737617,140.14355600000002
高畠町,38.0027,140.18913700000002
川西町,38.004362,140.045817
小国町,38.061377,139.743286
白鷹町,38.182956,140.098582
飯豊町,38.045746,139.98748700000002
三川町,38.794546999999994,139.849693
庄内町,38.84982,139.904686
遊佐町,39.014802,139.907457
福島県,37.749957,140.467734
福島市,37.760789,140.47384399999999
会津若松市,37.494694,139.92973999999998
郡山市,37.400548,140.359702
いわき市,37.050602000000005,140.88772600000001
白河市,37.126326,140.210868
須賀川市,37.286671999999996,140.372763
喜多方市,37.651063,139.874461
相馬市,37.797353,140.918937
二本松市,37.584696,140.43135700000002
田村市,37.440701000000004,140.576162
南相馬市,37.642205,140.957145
伊達市,37.819023,140.562873
本宮市,37.513314,140.393862
桑折町,37.849391,140.516338
国見町,37.876785,140.54916799999998
川俣町,37.664969,140.598283
大玉村,37.534422,140.37108600000002
鏡石町,37.252784999999996,140.3436
天栄村,37.255283,140.247221
下郷町,37.252219000000004,139.867254
檜枝岐村,37.024181,139.388975
只見町,37.348583000000005,139.315915
南会津町,37.200278000000004,139.773376
北塩原村,37.655787,139.93778799999998
西会津町,37.587029,139.64945600000001
磐梯町,37.56191,139.988343
猪苗代町,37.557745000000004,140.10472099999998
会津坂下町,37.56135,139.82169199999998
湯川村,37.565396,139.8867
柳津町,37.526073,139.719481
三島町,37.470244,139.64449
金山町,37.453853,139.52478100000002
昭和村,37.335813,139.61061
会津美里町,37.459973,139.841139
西郷村,37.141822999999995,140.155316
泉崎村,37.153736,140.303296
中島村,37.148631,140.35027
矢吹町,37.201124,140.338602
棚倉町,37.029757000000004,140.379717
矢祭町,36.871444,140.42471899999998
塙町,36.957267,140.409717
鮫川村,37.042538,140.509705
石川町,37.157059000000004,140.446947
玉川村,37.210846999999994,140.408874
平田村,37.221790999999996,140.575871
浅川町,37.080863,140.412767
古殿町,37.089478,140.557477
三春町,37.441103000000005,140.49274599999998
小野町,37.286955999999996,140.626352
広野町,37.214475,140.994652
楢葉町,37.282632,140.99352
富岡町,37.345906,141.008881
川内村,37.337633000000004,140.80936200000002
大熊町,37.489767,139.92786
双葉町,36.921861,140.800626
浪江町,37.494582,141.000664
葛尾村,37.503535,140.764486
新地町,37.875842,140.919385
飯舘村,37.679137,140.735495
茨城県,36.34145,140.44673500000002
水戸市,36.365725,140.471454
日立市,36.599176,140.651597
土浦市,36.0784598,140.2019114
古河市,36.178826,139.75573300000002
石岡市,36.190742,140.287339
結城市,36.305164000000005,139.877427
龍ケ崎市,35.911521,140.182275
下妻市,36.184484999999995,139.967396
常総市,36.023559999999996,139.99381699999998
常陸太田市,36.538346000000004,140.530999
高萩市,36.719161,140.716644
北茨城市,36.801906,140.751224
笠間市,36.385995,140.237559
取手市,35.911435,140.05037099999998
牛久市,35.979347,140.149609
つくば市,36.083442,140.0765
ひたちなか市,36.396501,140.534532
鹿嶋市,35.965852000000005,140.64496499999998
潮来市,35.947139,140.555267
守谷市,35.951345,139.975543
常陸大宮市,36.542428,140.410934
那珂市,36.457383,140.4867
筑西市,36.305263000000004,139.97941699999998
坂東市,36.048333,139.888798
稲敷市,35.972418,140.303503
かすみがうら市,36.151828,140.23709499999998
桜川市,36.327333,140.090519
神栖市,35.889899,140.664618
行方市,35.990215,140.489078
鉾田市,36.158695,140.51648600000001
つくばみらい市,35.962957,140.037063
小美玉市,36.23935,140.35258100000001
茨城町,36.286873,140.424684
大洗町,36.312373,140.574863
城里町,36.479211,140.376265
東海村,36.47291,140.56622
大子町,36.768093,140.355285
美浦村,36.004403,140.301845
阿見町,36.030814,140.21496299999998
河内町,35.884749,140.24452
八千代町,36.181290999999995,139.89132
五霞町,36.114488,139.745196
境町,36.108546000000004,139.794981
利根町,35.857749,140.139309
栃木県,36.565689,139.883528
宇都宮市,36.55519,139.882668
足利市,36.340231,139.44977
栃木市,36.382415,139.734174
佐野市,36.314309,139.57845
鹿沼市,36.567102,139.74504
日光市,36.719907,139.698196
小山市,36.314577,139.800183
真岡市,36.440124,140.012994
大田原市,36.870767,140.015586
矢板市,36.806744,139.924181
那須塩原市,36.961703,140.04608000000002
さくら市,36.685259,139.96646
那須烏山市,36.656851,140.151555
下野市,36.395164,139.852073
上三川町,36.439287,139.910087
益子町,36.467344,140.093153
茂木町,36.532171999999996,140.187558
市貝町,36.543279999999996,140.10211999999999
芳賀町,36.548167,140.058068
壬生町,36.427091,139.803929
野木町,36.233167,139.740858
塩谷町,36.777578999999996,139.850578
高根沢町,36.631017,139.986599
那須町,37.019753,140.12096200000002
那珂川町,36.73624,140.172796
群馬県,36.391192,139.060947
前橋市,36.389276,139.063558
高崎市,36.321865,139.00356499999998
桐生市,36.405167999999996,139.330585
伊勢崎市,36.311368,139.196655
太田市,36.291624,139.375723
沼田市,36.64594,139.044078
館林市,36.244884000000006,139.542265
渋川市,36.489484000000004,139.000447
藤岡市,36.258509000000004,139.07458799999998
富岡市,36.259868,138.88996799999998
安中市,36.326279,138.887242
みどり市,36.394835,139.281145
榛東村,36.438612,138.967125
吉岡町,36.44735,139.010393
上野村,36.083248,138.777292
神流町,36.115997,138.917027
下仁田町,36.2124,138.789119
南牧村,36.157571999999995,138.711267
甘楽町,36.242981,138.921827
中之条町,36.589886,138.841014
長野原町,36.552331,138.637591
嬬恋村,36.516665,138.530295
草津町,36.620656,138.596147
高山村,36.620746999999994,138.943532
東吾妻町,36.571332,138.825516
片品村,36.772484999999996,139.225193
川場村,36.694658000000004,139.106542
昭和村,36.63958,139.065742
みなかみ町,36.678990999999996,138.999024
玉村町,36.304396000000004,139.11488799999998
板倉町,36.222943,139.61026
明和町,36.211326,139.53446200000002
千代田町,36.217745,139.442498
大泉町,36.247824,139.404972
邑楽町,36.263796,139.467604
埼玉県,35.856907,139.648854
さいたま市,35.861601,139.645354
さいたま市西区,35.925294,139.57953799999999
さいたま市北区,35.929981,139.62084299999998
さいたま市大宮区,35.906461,139.628655
さいたま市見沼区,35.935234,139.654483
さいたま市中央区,35.883894,139.626117
さいたま市桜区,35.857074,139.609225
さいたま市浦和区,35.861601,139.645354
さいたま市南区,35.845259999999996,139.64543700000002
さいたま市緑区,35.87131,139.683925
さいたま市岩槻区,35.949905,139.69419399999998
川越市,35.925117,139.485837
熊谷市,36.147334,139.38861799999998
川口市,35.807887,139.724071
行田市,36.138809,139.455751
秩父市,35.991682,139.08545800000002
所沢市,35.799549,139.46876
飯能市,35.855761,139.327797
加須市,36.131399,139.601903
本庄市,36.243737,139.190381
東松山市,36.042126,139.400011
春日部市,35.975226,139.752478
狭山市,35.852986,139.412207
羽生市,36.172670000000004,139.548572
鴻巣市,36.065905,139.522219
深谷市,36.197465,139.28143
上尾市,35.977443,139.593327
草加市,35.825416,139.805396
越谷市,35.891071999999994,139.79084
蕨市,35.825633,139.679519
戸田市,35.817578999999995,139.677825
入間市,35.835848999999996,139.391126
朝霞市,35.797274,139.59366599999998
志木市,35.836603000000004,139.580305
和光市,35.781416,139.605721
新座市,35.793413,139.56525200000002
桶川市,36.005776000000004,139.542481
久喜市,36.062186,139.666899
北本市,36.027187,139.53016399999998
八潮市,35.822666,139.83908799999998
富士見市,35.856572,139.549251
三郷市,35.830137,139.872391
蓮田市,35.994279,139.66229099999998
坂戸市,35.957274,139.40301399999998
幸手市,36.078074,139.725866
鶴ヶ島市,35.934529,139.393153
日高市,35.907781,139.339129
吉川市,35.891073999999996,139.841419
ふじみ野市,35.879207,139.52036299999997
白岡市,36.018997,139.676927
伊奈町,35.999998,139.62396299999997
三芳町,35.828241,139.526587
毛呂山町,35.941635999999995,139.316078
越生町,35.964521999999995,139.294246
滑川町,36.065983,139.360874
嵐山町,36.056596,139.320323
小川町,36.05665,139.2618
川島町,35.992494,139.484352
吉見町,36.039878,139.453755
鳩山町,35.981576000000004,139.33402
ときがわ町,36.008656,139.296827
横瀬町,35.987322,139.100151
皆野町,36.070812,139.098815
長瀞町,36.114833000000004,139.109894
小鹿野町,36.017095,139.008604
東秩父村,36.05812,139.194695
美里町,36.177076,139.181301
神川町,36.213876,139.10183600000002
上里町,36.251818,139.144776
寄居町,36.118251,139.192997
宮代町,36.022723,139.722489
杉戸町,36.025636,139.7367
松伏町,35.925762,139.81528
千葉県,35.604588,140.123184
千葉市,35.607224,140.10640700000002
千葉市中央区,35.608976,140.12465600000002
千葉市花見川区,35.662853999999996,140.06904699999998
千葉市稲毛区,35.636275,140.10721
千葉市若葉区,35.634113,140.15551399999998
千葉市緑区,35.560334000000005,140.176082
千葉市美浜区,35.640384999999995,140.063132
銚子市,35.734645,140.826694
市川市,35.713597,139.92790300000001
船橋市,35.6946,139.982526
館山市,34.996611,139.869884
木更津市,35.381208,139.924905
松戸市,35.78767,139.903168
野田市,35.955036,139.874829
茂原市,35.428360999999995,140.287899
成田市,35.776627000000005,140.318322
佐倉市,35.723825,140.223861
東金市,35.559957,140.366105
旭市,35.720391,140.646596
習志野市,35.68164,140.02734099999998
柏市,35.868162,139.976352
勝浦市,35.152453,140.320979
市原市,35.49796,140.115548
流山市,35.856190000000005,139.902471
八千代市,35.72246,140.099819
我孫子市,35.864136,140.028347
鴨川市,35.114042,140.09886
鎌ケ谷市,35.776841,140.00071499999999
君津市,35.330647,139.902457
富津市,35.304122,139.85701799999998
浦安市,35.653633,139.90156100000002
四街道市,35.669940000000004,140.16817700000001
袖ケ浦市,35.42991,139.954591
八街市,35.665833,140.318188
印西市,35.832337,140.145782
白井市,35.791592,140.056429
富里市,35.726744000000004,140.34296
南房総市,35.043186999999996,139.840136
匝瑳市,35.707864,140.564328
香取市,35.897698999999996,140.499245
山武市,35.602813,140.413514
いすみ市,35.253993,140.385278
大網白里市,35.52171,140.321001
酒々井町,35.724882,140.269552
栄町,35.840866,140.243966
神崎町,35.901558,140.40519799999998
多古町,35.735553,140.46780800000002
東庄町,35.83715,140.668786
九十九里町,35.535016999999996,140.440402
