,Infected,score,infected_scaled,score_scaled
2021-01-12,4630.0,-3.0,0.17213945870056938,0.00125
2021-01-12,4630.0,-4.0,0.17213945870056938,0.0
2021-01-12,4630.0,-3.0,0.17213945870056938,0.00125
2021-01-13,6086.0,-2.0,0.22892130099056235,0.0025
2021-01-13,6086.0,4.0,0.22892130099056235,0.01
2021-01-13,6086.0,-3.0,0.22892130099056235,0.00125
2021-01-13,6086.0,0.0,0.22892130099056235,0.005
2021-01-13,6086.0,3.0,0.22892130099056235,0.00875
2021-01-13,6086.0,-4.0,0.22892130099056235,0.0
2021-01-13,6086.0,4.0,0.22892130099056235,0.01
2021-01-13,6086.0,-2.0,0.22892130099056235,0.0025
2021-01-14,6749.0,-4.0,0.25477731846189844,0.0
2021-01-14,6749.0,-1.0,0.25477731846189844,0.00375
2021-01-14,6749.0,-2.0,0.25477731846189844,0.0025
2021-01-14,6749.0,-4.0,0.25477731846189844,0.0
2021-01-14,6749.0,-2.0,0.25477731846189844,0.0025
2021-01-14,6749.0,-1.0,0.25477731846189844,0.00375
2021-01-14,6749.0,-1.0,0.25477731846189844,0.00375
2021-01-14,6749.0,-2.0,0.25477731846189844,0.0025
2021-01-15,6795.0,3.0,0.2565712502924889,0.00875
2021-01-15,6795.0,-3.0,0.2565712502924889,0.00125
2021-01-15,6795.0,0.0,0.2565712502924889,0.005
2021-01-15,6795.0,-4.0,0.2565712502924889,0.0
2021-01-15,6795.0,-1.0,0.2565712502924889,0.00375
2021-01-16,7028.0,4.0,0.26565790499961,0.01
2021-01-16,7028.0,-4.0,0.26565790499961,0.0
2021-01-17,5758.0,0.0,0.2161297870680914,0.005
2021-01-17,5758.0,-1.0,0.2161297870680914,0.00375
2021-01-17,5758.0,-3.0,0.2161297870680914,0.00125
2021-01-18,4947.0,0.0,0.18450198892442088,0.005
2021-01-18,4947.0,-3.0,0.18450198892442088,0.00125
2021-01-19,5355.0,0.0,0.20041338429139693,0.005
2021-01-19,5355.0,-3.0,0.20041338429139693,0.00125
2021-01-19,5355.0,-4.0,0.20041338429139693,0.0
2021-01-19,5355.0,-3.0,0.20041338429139693,0.00125
2021-01-20,5643.0,-1.0,0.21164495749161533,0.00375
2021-01-20,5643.0,0.0,0.21164495749161533,0.005
2021-01-20,5643.0,-4.0,0.21164495749161533,0.0
2021-01-20,5643.0,-4.0,0.21164495749161533,0.0
2021-01-20,5643.0,-2.0,0.21164495749161533,0.0025
2021-01-20,5643.0,-3.0,0.21164495749161533,0.00125
2021-01-20,5643.0,0.0,0.21164495749161533,0.005
2021-01-21,5743.0,-2.0,0.2155448092972467,0.0025
2021-01-21,5743.0,-1.0,0.2155448092972467,0.00375
2021-01-21,5743.0,-1.0,0.2155448092972467,0.00375
2021-01-21,5743.0,2.0,0.2155448092972467,0.0075
2021-01-21,5743.0,-4.0,0.2155448092972467,0.0
2021-01-21,5743.0,1.0,0.2155448092972467,0.00625
2021-01-22,4821.0,-3.0,0.17958817564932533,0.00125
2021-01-22,4821.0,-3.0,0.17958817564932533,0.00125
2021-01-23,4711.0,-2.0,0.1752983386631308,0.0025
2021-01-23,4711.0,-2.0,0.1752983386631308,0.0025
2021-01-23,4711.0,-3.0,0.1752983386631308,0.00125
2021-01-23,4711.0,0.0,0.1752983386631308,0.005
2021-01-24,3988.0,3.0,0.14710241010841588,0.00875
2021-01-24,3988.0,1.0,0.14710241010841588,0.00625
2021-01-24,3988.0,-1.0,0.14710241010841588,0.00375
2021-01-25,2760.0,-4.0,0.09921222993526246,0.0
2021-01-25,2760.0,-2.0,0.09921222993526246,0.0025
2021-01-25,2760.0,0.0,0.09921222993526246,0.005
2021-01-25,2760.0,-2.0,0.09921222993526246,0.0025
2021-01-26,3851.0,-2.0,0.14175961313470087,0.0025
2021-01-26,3851.0,-3.0,0.14175961313470087,0.00125
2021-01-27,3968.0,0.0,0.1463224397472896,0.005
2021-01-27,3968.0,-1.0,0.1463224397472896,0.00375
2021-01-27,3968.0,0.0,0.1463224397472896,0.005
2021-01-27,3968.0,-4.0,0.1463224397472896,0.0
2021-01-27,3968.0,1.0,0.1463224397472896,0.00625
2021-01-27,3968.0,-2.0,0.1463224397472896,0.0025
2021-01-28,4122.0,4.0,0.15232821152796194,0.01
2021-01-28,4122.0,-1.0,0.15232821152796194,0.00375
2021-01-28,4122.0,-3.0,0.15232821152796194,0.00125
2021-01-28,4122.0,-4.0,0.15232821152796194,0.0
2021-01-28,4122.0,4.0,0.15232821152796194,0.01
2021-01-28,4122.0,2.0,0.15232821152796194,0.0075
2021-01-28,4122.0,-3.0,0.15232821152796194,0.00125
2021-01-29,3547.0,4.0,0.12990406364558146,0.01
2021-01-29,3547.0,3.0,0.12990406364558146,0.00875
2021-01-29,3547.0,-1.0,0.12990406364558146,0.00375
2021-01-29,3547.0,0.0,0.12990406364558146,0.005
2021-01-30,3330.0,-2.0,0.12144138522736136,0.0025
2021-01-31,2673.0,3.0,0.09581935886436316,0.00875
2021-01-31,2673.0,1.0,0.09581935886436316,0.00625
2021-01-31,2673.0,-2.0,0.09581935886436316,0.0025
2021-02-01,1782.0,-1.0,0.06107167927618751,0.00375
2021-02-01,1782.0,0.0,0.06107167927618751,0.005
2021-02-01,1782.0,-1.0,0.06107167927618751,0.00375
2021-02-01,1782.0,0.0,0.06107167927618751,0.005
2021-02-02,2321.0,-3.0,0.08209188050854067,0.00125
2021-02-02,2321.0,-3.0,0.08209188050854067,0.00125
2021-02-02,2321.0,-1.0,0.08209188050854067,0.00375
2021-02-02,2321.0,3.0,0.08209188050854067,0.00875
2021-02-02,2321.0,-3.0,0.08209188050854067,0.00125
2021-02-03,2648.0,0.0,0.0948443959129553,0.005
2021-02-03,2648.0,3.0,0.0948443959129553,0.00875
2021-02-03,2648.0,4.0,0.0948443959129553,0.01
2021-02-03,2648.0,-3.0,0.0948443959129553,0.00125
2021-02-03,2648.0,-2.0,0.0948443959129553,0.0025
2021-02-03,2648.0,3.0,0.0948443959129553,0.00875
2021-02-03,2648.0,-3.0,0.0948443959129553,0.00125
2021-02-03,2648.0,-2.0,0.0948443959129553,0.0025
2021-02-04,2574.0,-2.0,0.09195850557678809,0.0025
2021-02-04,2574.0,2.0,0.09195850557678809,0.0075
2021-02-04,2574.0,-4.0,0.09195850557678809,0.0
2021-02-04,2574.0,0.0,0.09195850557678809,0.005
2021-02-05,2371.0,2.0,0.08404180641135636,0.0075
2021-02-05,2371.0,3.0,0.08404180641135636,0.00875
2021-02-05,2371.0,4.0,0.08404180641135636,0.01
2021-02-05,2371.0,3.0,0.08404180641135636,0.00875
2021-02-05,2371.0,1.0,0.08404180641135636,0.00625
2021-02-05,2371.0,0.0,0.08404180641135636,0.005
2021-02-05,2371.0,2.0,0.08404180641135636,0.0075
2021-02-06,2277.0,3.0,0.08037594571406287,0.00875
2021-02-06,2277.0,2.0,0.08037594571406287,0.0075
2021-02-06,2277.0,-1.0,0.08037594571406287,0.00375
2021-02-07,1627.0,2.0,0.05502690897745885,0.0075
2021-02-07,1627.0,-1.0,0.05502690897745885,0.00375
2021-02-08,1215.0,3.0,0.03895951953825755,0.00875
2021-02-08,1215.0,-3.0,0.03895951953825755,0.00125
2021-02-09,1568.0,2.0,0.052725996412136336,0.0075
2021-02-09,1568.0,4.0,0.052725996412136336,0.01
2021-02-10,1885.0,-1.0,0.06508852663598783,0.00375
2021-02-10,1885.0,1.0,0.06508852663598783,0.00625
2021-02-10,1885.0,2.0,0.06508852663598783,0.0075
2021-02-10,1885.0,1.0,0.06508852663598783,0.00625
2021-02-10,1885.0,3.0,0.06508852663598783,0.00875
2021-02-10,1885.0,0.0,0.06508852663598783,0.005
2021-02-11,1689.0,2.0,0.05744481709695032,0.0075
2021-02-11,1689.0,2.0,0.05744481709695032,0.0075
2021-02-11,1689.0,-1.0,0.05744481709695032,0.00375
2021-02-12,1297.0,2.0,0.04215739801887528,0.0075
2021-02-12,1297.0,3.0,0.04215739801887528,0.00875
2021-02-12,1297.0,-1.0,0.04215739801887528,0.00375
2021-02-13,1355.0,2.0,0.044419312066141484,0.0075
2021-02-13,1355.0,4.0,0.044419312066141484,0.01
2021-02-13,1355.0,2.0,0.044419312066141484,0.0075
2021-02-13,1355.0,-4.0,0.044419312066141484,0.0
2021-02-14,1360.0,3.0,0.044614304656423055,0.00875
2021-02-14,1360.0,-1.0,0.044614304656423055,0.00375
2021-02-14,1360.0,4.0,0.044614304656423055,0.01
2021-02-14,1360.0,-2.0,0.044614304656423055,0.0025
2021-02-15,964.0,0.0,0.029170891506122766,0.005
2021-02-15,964.0,4.0,0.029170891506122766,0.01
2021-02-15,964.0,0.0,0.029170891506122766,0.005
2021-02-15,964.0,2.0,0.029170891506122766,0.0075
2021-02-16,1305.0,1.0,0.042469386163325795,0.00625
2021-02-16,1305.0,0.0,0.042469386163325795,0.005
2021-02-17,1443.0,-2.0,0.04785118165509711,0.0025
2021-02-17,1443.0,-3.0,0.04785118165509711,0.00125
2021-02-18,1540.0,0.0,0.05163403790655955,0.005
2021-02-18,1540.0,-1.0,0.05163403790655955,0.00375
2021-02-18,1540.0,2.0,0.05163403790655955,0.0075
2021-02-19,1297.0,-2.0,0.04215739801887528,0.0025
2021-02-19,1297.0,2.0,0.04215739801887528,0.0075
2021-02-19,1297.0,2.0,0.04215739801887528,0.0075
2021-02-19,1297.0,-3.0,0.04215739801887528,0.00125
2021-02-19,1297.0,1.0,0.04215739801887528,0.00625
2021-02-20,1228.0,-2.0,0.039466500272989626,0.0025
2021-02-21,1029.0,3.0,0.03170579517978317,0.00875
2021-02-21,1029.0,0.0,0.03170579517978317,0.005
2021-02-21,1029.0,0.0,0.03170579517978317,0.005
2021-02-21,1029.0,-1.0,0.03170579517978317,0.00375
2021-02-22,739.0,-1.0,0.020396224943452147,0.00375
2021-02-22,739.0,2.0,0.020396224943452147,0.0075
2021-02-22,739.0,-4.0,0.020396224943452147,0.0
2021-02-23,1078.0,-4.0,0.033616722564542546,0.0
2021-02-23,1078.0,4.0,0.033616722564542546,0.01
2021-02-23,1078.0,-4.0,0.033616722564542546,0.0
2021-02-23,1078.0,-1.0,0.033616722564542546,0.00375
2021-02-24,923.0,-2.0,0.027571952265813895,0.0025
2021-02-25,1064.0,0.0,0.03307074331175415,0.005
2021-02-25,1064.0,1.0,0.03307074331175415,0.00625
2021-02-25,1064.0,-4.0,0.03307074331175415,0.0
2021-02-26,1057.0,0.0,0.032797753685359955,0.005
2021-02-26,1057.0,-2.0,0.032797753685359955,0.0025
2021-02-26,1057.0,-3.0,0.032797753685359955,0.00125
2021-02-26,1057.0,-1.0,0.032797753685359955,0.00375
2021-02-26,1057.0,-1.0,0.032797753685359955,0.00375
2021-02-27,1208.0,3.0,0.038686529911863346,0.00875
2021-02-27,1208.0,-2.0,0.038686529911863346,0.0025
2021-02-27,1208.0,-2.0,0.038686529911863346,0.0025
2021-02-27,1208.0,1.0,0.038686529911863346,0.00625
2021-02-27,1208.0,4.0,0.038686529911863346,0.01
2021-02-28,994.0,-3.0,0.030340847047812182,0.00125
2021-02-28,994.0,-2.0,0.030340847047812182,0.0025
2021-02-28,994.0,-1.0,0.030340847047812182,0.00375
2021-03-01,684.0,-4.0,0.018251306450354887,0.0
2021-03-02,887.0,-3.0,0.026168005615786596,0.00125
2021-03-02,887.0,-4.0,0.026168005615786596,0.0
2021-03-02,887.0,-2.0,0.026168005615786596,0.0025
2021-03-02,887.0,0.0,0.026168005615786596,0.005
2021-03-02,887.0,-4.0,0.026168005615786596,0.0
2021-03-03,1240.0,-3.0,0.03993448248966539,0.00125
2021-03-03,1240.0,1.0,0.03993448248966539,0.00625
2021-03-03,1240.0,-2.0,0.03993448248966539,0.0025
2021-03-04,1168.0,-2.0,0.037126589189610794,0.0025
2021-03-04,1168.0,-1.0,0.037126589189610794,0.00375
2021-03-05,1145.0,-2.0,0.03622962327431557,0.0025
2021-03-05,1145.0,0.0,0.03622962327431557,0.005
2021-03-05,1145.0,-4.0,0.03622962327431557,0.0
2021-03-06,1045.0,1.0,0.03232977146868419,0.00625
2021-03-06,1045.0,-1.0,0.03232977146868419,0.00375
2021-03-06,1045.0,-4.0,0.03232977146868419,0.0
2021-03-07,1061.0,1.0,0.03295374775758521,0.00625
2021-03-07,1061.0,-2.0,0.03295374775758521,0.0025
2021-03-08,599.0,2.0,0.014936432415568208,0.0075
2021-03-08,599.0,-4.0,0.014936432415568208,0.0
2021-03-09,1125.0,3.0,0.0354496529131893,0.00875
2021-03-09,1125.0,-3.0,0.0354496529131893,0.00125
2021-03-09,1125.0,4.0,0.0354496529131893,0.01
2021-03-09,1125.0,-2.0,0.0354496529131893,0.0025
2021-03-10,1309.0,-3.0,0.04262538023555105,0.00125
2021-03-10,1309.0,0.0,0.04262538023555105,0.005
2021-03-11,1315.0,-4.0,0.04285937134388893,0.0
2021-03-11,1315.0,-4.0,0.04285937134388893,0.0
2021-03-11,1315.0,-3.0,0.04285937134388893,0.00125
2021-03-12,1268.0,-3.0,0.04102644099524218,0.00125
2021-03-12,1268.0,4.0,0.04102644099524218,0.01
2021-03-12,1268.0,-2.0,0.04102644099524218,0.0025
2021-03-13,1317.0,-4.0,0.04293736838000156,0.0
2021-03-13,1317.0,-4.0,0.04293736838000156,0.0
2021-03-14,982.0,-3.0,0.029872864831136416,0.00125
2021-03-14,982.0,0.0,0.029872864831136416,0.005
2021-03-15,688.0,-2.0,0.01840730052258014,0.0025
2021-03-15,688.0,-1.0,0.01840730052258014,0.00375
2021-03-16,1130.0,-3.0,0.035644645503470865,0.00125
2021-03-16,1130.0,-1.0,0.035644645503470865,0.00375
2021-03-16,1130.0,-4.0,0.035644645503470865,0.0
2021-03-16,1130.0,-3.0,0.035644645503470865,0.00125
2021-03-17,1520.0,-4.0,0.05085406754543327,0.0
2021-03-17,1520.0,1.0,0.05085406754543327,0.00625
2021-03-17,1520.0,-1.0,0.05085406754543327,0.00375
2021-03-17,1520.0,-1.0,0.05085406754543327,0.00375
2021-03-17,1520.0,-2.0,0.05085406754543327,0.0025
2021-03-18,1492.0,0.0,0.049762109039856485,0.005
2021-03-18,1492.0,-4.0,0.049762109039856485,0.0
2021-03-18,1492.0,-3.0,0.049762109039856485,0.00125
2021-03-19,1453.0,-4.0,0.048241166835660244,0.0
2021-03-19,1453.0,2.0,0.048241166835660244,0.0075
2021-03-19,1453.0,4.0,0.048241166835660244,0.01
2021-03-19,1453.0,-4.0,0.048241166835660244,0.0
2021-03-20,1517.0,-4.0,0.05073707199126433,0.0
2021-03-20,1517.0,-1.0,0.05073707199126433,0.00375
2021-03-21,1110.0,-1.0,0.03486467514234459,0.00375
2021-03-21,1110.0,-4.0,0.03486467514234459,0.0
2021-03-22,817.0,1.0,0.02343810935184463,0.00625
2021-03-22,817.0,-3.0,0.02343810935184463,0.00125
2021-03-22,817.0,-1.0,0.02343810935184463,0.00375
2021-03-23,1485.0,-3.0,0.04948911941346229,0.00125
2021-03-23,1485.0,0.0,0.04948911941346229,0.005
2021-03-23,1485.0,-1.0,0.04948911941346229,0.00375
2021-03-23,1485.0,4.0,0.04948911941346229,0.01
2021-03-24,1924.0,-1.0,0.06660946884018407,0.00375
2021-03-24,1924.0,-4.0,0.06660946884018407,0.0
2021-03-24,1924.0,-2.0,0.06660946884018407,0.0025
2021-03-25,1914.0,0.0,0.06621948365962094,0.005
2021-03-25,1914.0,0.0,0.06621948365962094,0.005
2021-03-25,1914.0,0.0,0.06621948365962094,0.005
2021-03-26,2030.0,-4.0,0.07074331175415334,0.0
2021-03-26,2030.0,-1.0,0.07074331175415334,0.00375
2021-03-27,2073.0,-4.0,0.07242024803057484,0.0
2021-03-27,2073.0,0.0,0.07242024803057484,0.005
2021-03-28,1753.0,-3.0,0.059940722252554396,0.00125
2021-03-28,1753.0,-3.0,0.059940722252554396,0.00125
2021-03-29,1340.0,4.0,0.043834334295296776,0.01
2021-03-29,1340.0,-4.0,0.043834334295296776,0.0
2021-03-29,1340.0,2.0,0.043834334295296776,0.0075
2021-03-29,1340.0,-1.0,0.043834334295296776,0.00375
2021-03-30,2077.0,-4.0,0.07257624210280009,0.0
2021-03-30,2077.0,-4.0,0.07257624210280009,0.0
2021-03-31,2832.0,-2.0,0.10202012323531706,0.0025
2021-03-31,2832.0,0.0,0.10202012323531706,0.005
2021-03-31,2832.0,-3.0,0.10202012323531706,0.00125
2021-04-01,2598.0,-4.0,0.09289447001013962,0.0
2021-04-01,2598.0,-1.0,0.09289447001013962,0.00375
2021-04-01,2598.0,-3.0,0.09289447001013962,0.00125
2021-04-01,2598.0,0.0,0.09289447001013962,0.005
2021-04-02,2745.0,-1.0,0.09862725216441776,0.00375
2021-04-02,2745.0,1.0,0.09862725216441776,0.00625
2021-04-02,2745.0,-2.0,0.09862725216441776,0.0025
2021-04-02,2745.0,-3.0,0.09862725216441776,0.00125
2021-04-02,2745.0,0.0,0.09862725216441776,0.005
2021-04-03,2755.0,-2.0,0.09901723734498089,0.0025
2021-04-03,2755.0,3.0,0.09901723734498089,0.00875
2021-04-03,2755.0,0.0,0.09901723734498089,0.005
2021-04-03,2755.0,-4.0,0.09901723734498089,0.0
2021-04-04,2460.0,-4.0,0.0875126745183683,0.0
2021-04-04,2460.0,-1.0,0.0875126745183683,0.00375
2021-04-04,2460.0,-2.0,0.0875126745183683,0.0025
2021-04-05,1554.0,1.0,0.05218001715934794,0.00625
2021-04-05,1554.0,-1.0,0.05218001715934794,0.00375
2021-04-05,1554.0,-3.0,0.05218001715934794,0.00125
2021-04-05,1554.0,-4.0,0.05218001715934794,0.0
2021-04-05,1554.0,-1.0,0.05218001715934794,0.00375
2021-04-06,2654.0,-2.0,0.09507838702129319,0.0025
2021-04-06,2654.0,-4.0,0.09507838702129319,0.0
2021-04-07,3460.0,3.0,0.12651119257468216,0.00875
2021-04-07,3460.0,1.0,0.12651119257468216,0.00625
2021-04-07,3460.0,2.0,0.12651119257468216,0.0075
2021-04-07,3460.0,-1.0,0.12651119257468216,0.00375
2021-04-07,3460.0,-4.0,0.12651119257468216,0.0
2021-04-07,3460.0,-2.0,0.12651119257468216,0.0025
2021-04-08,3457.0,-2.0,0.12639419702051322,0.0025
2021-04-08,3457.0,1.0,0.12639419702051322,0.00625
2021-04-08,3457.0,-2.0,0.12639419702051322,0.0025
2021-04-08,3457.0,-2.0,0.12639419702051322,0.0025
2021-04-08,3457.0,0.0,0.12639419702051322,0.005
2021-04-08,3457.0,-2.0,0.12639419702051322,0.0025
2021-04-09,3511.0,1.0,0.12850011699555416,0.00625
2021-04-09,3511.0,0.0,0.12850011699555416,0.005
2021-04-09,3511.0,3.0,0.12850011699555416,0.00875
2021-04-09,3511.0,-1.0,0.12850011699555416,0.00375
2021-04-10,3742.0,-4.0,0.13750877466656267,0.0
2021-04-10,3742.0,-1.0,0.13750877466656267,0.00375
2021-04-10,3742.0,-1.0,0.13750877466656267,0.00375
2021-04-11,2848.0,-4.0,0.10264409952421807,0.0
2021-04-11,2848.0,-4.0,0.10264409952421807,0.0
2021-04-11,2848.0,-3.0,0.10264409952421807,0.00125
2021-04-12,2098.0,-4.0,0.07339521098198268,0.0
2021-04-12,2098.0,0.0,0.07339521098198268,0.005
2021-04-12,2098.0,-1.0,0.07339521098198268,0.00375
2021-04-13,3444.0,-3.0,0.12588721628578114,0.00125
2021-04-13,3444.0,-1.0,0.12588721628578114,0.00375
2021-04-13,3444.0,-4.0,0.12588721628578114,0.0
2021-04-13,3444.0,-3.0,0.12588721628578114,0.00125
2021-04-14,4302.0,-4.0,0.15934794477809844,0.0
2021-04-14,4302.0,-4.0,0.15934794477809844,0.0
2021-04-14,4302.0,2.0,0.15934794477809844,0.0075
2021-04-14,4302.0,0.0,0.15934794477809844,0.005
2021-04-14,4302.0,-2.0,0.15934794477809844,0.0025
2021-04-15,4570.0,-4.0,0.16979954761719054,0.0
2021-04-15,4570.0,-4.0,0.16979954761719054,0.0
2021-04-15,4570.0,-1.0,0.16979954761719054,0.00375
2021-04-15,4570.0,1.0,0.16979954761719054,0.00625
2021-04-15,4570.0,-1.0,0.16979954761719054,0.00375
2021-04-16,4519.0,-2.0,0.16781062319631854,0.0025
2021-04-16,4519.0,2.0,0.16781062319631854,0.0075
2021-04-16,4519.0,-4.0,0.16781062319631854,0.0
2021-04-16,4519.0,-2.0,0.16781062319631854,0.0025
2021-04-16,4519.0,-4.0,0.16781062319631854,0.0
2021-04-16,4519.0,1.0,0.16781062319631854,0.00625
2021-04-17,4791.0,0.0,0.17841822010763592,0.005
2021-04-17,4791.0,-1.0,0.17841822010763592,0.00375
2021-04-17,4791.0,-2.0,0.17841822010763592,0.0025
2021-04-17,4791.0,-4.0,0.17841822010763592,0.0
2021-04-18,4089.0,0.0,0.15104126043210359,0.005
2021-04-18,4089.0,-4.0,0.15104126043210359,0.0
2021-04-18,4089.0,3.0,0.15104126043210359,0.00875
2021-04-18,4089.0,-4.0,0.15104126043210359,0.0
2021-04-18,4089.0,3.0,0.15104126043210359,0.00875
2021-04-19,2892.0,-4.0,0.1043600343186959,0.0
2021-04-19,2892.0,-2.0,0.1043600343186959,0.0025
2021-04-19,2892.0,0.0,0.1043600343186959,0.005
2021-04-19,2892.0,-2.0,0.1043600343186959,0.0025
2021-04-19,2892.0,-1.0,0.1043600343186959,0.00375
2021-04-19,2892.0,-3.0,0.1043600343186959,0.00125
2021-04-20,4328.0,0.0,0.16036190624756258,0.005
2021-04-20,4328.0,-2.0,0.16036190624756258,0.0025
2021-04-20,4328.0,-3.0,0.16036190624756258,0.00125
2021-04-21,5280.0,-2.0,0.1974884954371734,0.0025
2021-04-21,5280.0,-4.0,0.1974884954371734,0.0
2021-04-21,5280.0,-3.0,0.1974884954371734,0.00125
2021-04-21,5280.0,-2.0,0.1974884954371734,0.0025
2021-04-21,5280.0,2.0,0.1974884954371734,0.0075
2021-04-21,5280.0,-1.0,0.1974884954371734,0.00375
2021-04-21,5280.0,-3.0,0.1974884954371734,0.00125
2021-04-22,5474.0,-3.0,0.20505420794009827,0.00125
2021-04-22,5474.0,2.0,0.20505420794009827,0.0075
2021-04-22,5474.0,4.0,0.20505420794009827,0.01
2021-04-22,5474.0,-4.0,0.20505420794009827,0.0
2021-04-22,5474.0,-1.0,0.20505420794009827,0.00375
2021-04-22,5474.0,-2.0,0.20505420794009827,0.0025
2021-04-23,5119.0,-3.0,0.19120973403010685,0.00125
2021-04-23,5119.0,0.0,0.19120973403010685,0.005
2021-04-23,5119.0,-1.0,0.19120973403010685,0.00375
2021-04-23,5119.0,-3.0,0.19120973403010685,0.00125
2021-04-23,5119.0,-3.0,0.19120973403010685,0.00125
2021-04-23,5119.0,-1.0,0.19120973403010685,0.00375
2021-04-24,5602.0,-2.0,0.21004601825130645,0.0025
2021-04-24,5602.0,0.0,0.21004601825130645,0.005
2021-04-24,5602.0,0.0,0.21004601825130645,0.005
2021-04-24,5602.0,-3.0,0.21004601825130645,0.00125
2021-04-25,4604.0,-1.0,0.1711254972311052,0.00375
2021-04-25,4604.0,-2.0,0.1711254972311052,0.0025
2021-04-25,4604.0,-1.0,0.1711254972311052,0.00375
2021-04-25,4604.0,0.0,0.1711254972311052,0.005
2021-04-26,3303.0,-4.0,0.12038842523984089,0.0
2021-04-26,3303.0,-2.0,0.12038842523984089,0.0025
2021-04-26,3303.0,-1.0,0.12038842523984089,0.00375
2021-04-26,3303.0,3.0,0.12038842523984089,0.00875
2021-04-26,3303.0,-4.0,0.12038842523984089,0.0
2021-04-27,4958.0,-3.0,0.1849309726230403,0.00125
2021-04-27,4958.0,-4.0,0.1849309726230403,0.0
2021-04-27,4958.0,2.0,0.1849309726230403,0.0075
2021-04-27,4958.0,-3.0,0.1849309726230403,0.00125
2021-04-27,4958.0,-1.0,0.1849309726230403,0.00375
2021-04-27,4958.0,-4.0,0.1849309726230403,0.0
2021-04-27,4958.0,-2.0,0.1849309726230403,0.0025
2021-04-28,5788.0,2.0,0.21729974260978083,0.0075
2021-04-28,5788.0,0.0,0.21729974260978083,0.005
2021-04-28,5788.0,-2.0,0.21729974260978083,0.0025
2021-04-28,5788.0,-4.0,0.21729974260978083,0.0
2021-04-29,5895.0,-1.0,0.22147258404180642,0.00375
2021-04-29,5895.0,-1.0,0.22147258404180642,0.00375
2021-04-29,5895.0,-3.0,0.22147258404180642,0.00125
2021-04-29,5895.0,-4.0,0.22147258404180642,0.0
2021-04-30,4658.0,-3.0,0.17323141720614615,0.00125
2021-04-30,4658.0,3.0,0.17323141720614615,0.00875
2021-04-30,4658.0,-3.0,0.17323141720614615,0.00125
2021-04-30,4658.0,-1.0,0.17323141720614615,0.00375
2021-04-30,4658.0,-4.0,0.17323141720614615,0.0
2021-04-30,4658.0,-4.0,0.17323141720614615,0.0
2021-04-30,4658.0,-4.0,0.17323141720614615,0.0
2021-05-01,5990.0,-4.0,0.22517744325715622,0.0
2021-05-01,5990.0,-1.0,0.22517744325715622,0.00375
2021-05-01,5990.0,-2.0,0.22517744325715622,0.0025
2021-05-01,5990.0,-2.0,0.22517744325715622,0.0025
2021-05-01,5990.0,-1.0,0.22517744325715622,0.00375
2021-05-02,5882.0,-2.0,0.22096560330707432,0.0025
2021-05-02,5882.0,-4.0,0.22096560330707432,0.0
2021-05-02,5882.0,0.0,0.22096560330707432,0.005
2021-05-02,5882.0,0.0,0.22096560330707432,0.005
2021-05-03,4458.0,-3.0,0.1654317135948834,0.00125
2021-05-03,4458.0,-3.0,0.1654317135948834,0.00125
2021-05-03,4458.0,-1.0,0.1654317135948834,0.00375
2021-05-03,4458.0,0.0,0.1654317135948834,0.005
2021-05-03,4458.0,-4.0,0.1654317135948834,0.0
2021-05-04,4199.0,4.0,0.1553310974182981,0.01
2021-05-04,4199.0,-1.0,0.1553310974182981,0.00375
2021-05-04,4199.0,-4.0,0.1553310974182981,0.0
2021-05-04,4199.0,4.0,0.1553310974182981,0.01
2021-05-04,4199.0,3.0,0.1553310974182981,0.00875
2021-05-04,4199.0,-1.0,0.1553310974182981,0.00375
